"","lon","lat","address"
"130",127.0884233,37.5459531,"gwangnaru-ro 37-gil, gueui-dong, gwangjin-gu, seoul, south korea"
"131",127.0890568,37.5429819,"gwangnaru-ro 40-gil, guui 1(il)-dong, gwangjin-gu, seoul, south korea"
"132",127.0927177,37.5402039,"gwangnaru-ro 52-gil, guui 3(sam)-dong, gwangjin-gu, seoul, south korea"
"133",127.0828201,37.5593033,"gingorang-ro 20-gil, junggok-dong, gwangjin-gu, seoul, south korea"
"134",127.0802683,37.5654878,"gingorang-ro 7-gil, junggok-dong, gwangjin-gu, seoul, south korea"
"135",127.0783259,37.561912,"gingorang-ro 8-gil, junggok-dong, gwangjin-gu, seoul, south korea"
"136",127.0815044,37.5649509,"gingorang-ro 9-gil, junggok-dong, gwangjin-gu, seoul, south korea"
"137",127.0696518,37.5444143,"neungdong-ro 13-gil, hwayang-dong, gwangjin-gu, seoul, south korea"
"138",127.071806,37.5471414,"neungdong-ro 19-gil, gwangjin-gu, seoul, south korea"
"139",127.084026,37.5539409,"neungdong-ro 34-gil, neung-dong, gwangjin-gu, seoul, south korea"
"140",127.0649879,37.5339857,"neungdong-ro 3-gil, jayang 4(sa)-dong, gwangjin-gu, seoul, south korea"
"141",127.0701616,37.5319771,"neungdong-ro 4-gil, jayang 3(sam)-dong, gwangjin-gu, seoul, south korea"
"142",127.0666523,37.5388474,"dongil-ro 18-gil, jayang 4(sa)-dong, gwangjin-gu, seoul, south korea"
"143",127.0683362,37.542888,"dongil-ro 24-gil, hwayang-dong, gwangjin-gu, seoul, south korea"
"144",127.0661825,37.537359,"ttukseom-ro 23-gil, jayang-dong, gwangjin-gu, seoul, south korea"
"145",127.0630202,37.5345575,"ttukseom-ro 24-gil, jayang 4(sa)-dong, gwangjin-gu, seoul, south korea"
"146",127.0771561,37.5310519,"ttukseom-ro 48-gil, jayang 2(i)-dong, gwangjin-gu, seoul, south korea"
"147",127.0802619,37.5299395,"ttukseom-ro 54-gil, jayang 2(i)-dong, gwangjin-gu, seoul, south korea"
"148",127.0843932,37.5301766,"ttukseom-ro 58-gil, jayang 2(i)-dong, gwangjin-gu, seoul, south korea"
"149",127.0891378,37.5318075,"ttukseom-ro 64-gil, jayang 2(i)-dong, gwangjin-gu, seoul, south korea"
"150",127.0754847,37.5556443,"17 myeonmok-ro, gunja-dong, gwangjin-gu, seoul, south korea"
"151",127.0780099,37.5358632,"achasan-ro 40-gil, jayang 1(il)-dong, gwangjin-gu, seoul, south korea"
"152",127.0850152,37.5394953,"achasan-ro 51-gil, guui 1(il)-dong, gwangjin-gu, seoul, south korea"
"153",127.0866272,37.5397202,"achasan-ro 55-gil, guui 1(il)-dong, gwangjin-gu, seoul, south korea"
"154",127.0929705,37.5416863,"achasan-ro 65-gil, guui 3(sam)-dong, gwangjin-gu, seoul, south korea"
"155",127.1094608,37.5496516,"achasan-ro 78-gil, gwangjang-dong, gwangjin-gu, seoul, south korea"
"156",127.0879343,37.5555655,"21 yongmasan-ro, junggok-dong, gwangjin-gu, seoul, south korea"
