"","trdar_cd_nm","한글id"
"3465","세검정로1길","세검"
"3466","세무서2길","세무"
"3467","세무서길","세무"
"3468","수색로8길","수색"
"3469","신촌로37길","신촌"
"3470","연희로10길","연희"
"3471","응암로1길","응암"
"3472","증가로10길","증가"
"3473","증가로20가길","증가"
"3474","증가로23나길","증가"
"3475","증가로6길","증가"
"3476","충정로4길","충정"
"3477","충정로6길","충정"
"3478","통일로11길","통일"
"3479","통일로37길","통일"
"3480","통일로39길","통일"
"3481","홍연길","홍연"
"3482","홍제내길","홍제"
"3483","광성로6길","광성"
"3484","대흥로21길","대흥"
"3485","대흥로28길","대흥"
"3486","도화4길","도화"
"3487","도화길","도화"
"3488","독막로22길","독막"
"3489","독막로32길","독막"
"3490","독막로8길","독막"
"3491","동교로17길","동교"
"3492","동교로19길","동교"
"3493","동교로25길","동교"
"3494","동교로27길","동교"
"3495","동교로38길","동교"
"3496","마포대로12길","마포"
"3497","마포대로20길","마포"
"3498","마포대로4길","마포"
"3499","만리재옛길","만리"
"3500","망원로11길","망원"
"3501","망원로2길","망원"
"3502","매봉산로2길","매봉"
"3503","모래내로7길","모래"
"3504","방울내로9안길","방울"
"3505","백범로16길","백범"
"3506","성미산로11길","성미"
"3507","성미산로1길","성미"
"3508","성미산로32길","성미"
"3509","성산로4길","성산"
"3510","성지3길","성지"
"3511","숭문8길","숭문"
"3512","숭문길","숭문"
"3513","신촌로12길","신촌"
"3514","신촌로28가길","신촌"
"3515","신촌로30길","신촌"
"3516","양화로11길","양화"
"3517","양화로1길","양화"
"3518","양화진길","양화"
"3519","와우산로29가길","와우"
"3520","와우산로29길","와우"
"3521","와우산로3길","와우"
"3522","월드컵로10길","월드"
"3523","월드컵로11길","월드"
"3524","월드컵로16길","월드"
"3525","월드컵로19길","월드"
"3526","월드컵로25길","월드"
"3527","월드컵로36길","월드"
"3528","월드컵로7길","월드"
"3529","월드컵로8길","월드"
"3530","토정로37길","토정"
"3531","효창원로93길","효창"
"3532","가로공원로58길","가로"
"3533","곰달래로10길","곰달"
"3534","곰달래로2길","곰달"
"3535","곰달래로3길","곰달"
"3536","곰달래로5길","곰달"
"3537","남부순환로33길","남부"
"3538","남부순환로40길","남부"
"3539","남부순환로58길","남부"
"3540","남부순환로70길","남부"
"3541","남부순환로79길","남부"
"3542","남부순환로88길","남부"
"3543","목동남로4길","목동"
"3544","목동동로12길","목동"
"3545","목동동로8길","목동"
"3546","목동로19길","목동"
"3547","목동로9길","목동"
"3548","목동중앙남로3가길","목동"
"3549","목동중앙로13나길","목동"
"3550","목동중앙로3길","목동"
"3551","목동중앙본로7길","목동"
"3552","목동중앙북로16길","목동"
"3553","목동중앙북로8길","목동"
"3554","목동중앙서로7길","목동"
"3555","목동중앙서로8가길","목동"
"3556","신목로2길","신목"
"3557","신목로5길","신목"
"3558","신목로6길","신목"
"3559","신월로15길","신월"
"3560","신월로20길","신월"
"3561","오목로23길","오목"
"3562","오목로30길","오목"
"3563","오목로3길","오목"
"3564","오목로5길","오목"
"3565","은행정로5길","은행"
"3566","은행정로7길","은행"
"3567","중앙로25길","중앙"
"3568","중앙로32길","중앙"
"3569","중앙로36길","중앙"
"3570","중앙로45길","중앙"
"3571","중앙로47길","중앙"
"3572","중앙로51길","중앙"
"3573","중앙로55길","중앙"
"3574","지양로7길","지양"
"3575","화곡로3길","화곡"
"3576","화곡로4길","화곡"
"3577","가로공원로76가길","가로"
"3578","가로공원로80길","가로"
"3579","강서로15길","강서"
"3580","강서로17가길","강서"
"3581","강서로18길","강서"
"3582","강서로29길","강서"
"3583","강서로35길","강서"
"3584","강서로45길","강서"
"3585","강서로45다길","강서"
"3586","강서로47길","강서"
"3587","강서로47라길","강서"
"3588","강서로5가길","강서"
"3589","강서로5나길","강서"
"3590","강서로5라길","강서"
"3591","강서로8길","강서"
"3592","개화동로23길","개화"
"3593","개화동로25길","개화"
"3594","곰달래로25길","곰달"
"3595","곰달래로31길","곰달"
"3596","곰달래로47길","곰달"
"3597","곰달래로53길","곰달"
"3598","곰달래로60길","곰달"
"3599","공항대로38길","공항"
"3600","공항대로42길","공항"
"3601","공항대로55길","공항"
"3602","공항대로59길","공항"
"3603","공항대로59다길","공항"
"3604","공항대로61길","공항"
"3605","공항대로8길","공항"
"3606","국회대로7길","국회"
"3607","까치산로4길","까치"
"3608","남부순환로11길","남부"
"3609","등촌로13길","등촌"
"3610","등촌로39길","등촌"
"3611","등촌로51길","등촌"
"3612","등촌로55길","등촌"
"3613","등촌로5길","등촌"
"3614","방화대로21길","방화"
"3615","방화대로6라길","방화"
"3616","양천로14길","양천"
"3617","양천로24가길","양천"
"3618","양천로24길","양천"
"3619","양천로26길","양천"
"3620","양천로49길","양천"
"3621","양천로71길","양천"
"3622","양천로73가길","양천"
"3623","우장산로6길","우장"
"3624","월정로20길","월정"
"3625","초록마을로3길","초록"
"3626","초록마을로8길","초록"
"3627","초원로16길","초원"
"3628","화곡로13길","화곡"
"3629","화곡로20길","화곡"
"3630","화곡로31길","화곡"
"3631","화곡로44나길","화곡"
"3632","화곡로59길","화곡"
"3633","화곡로64길","화곡"
"3634","개봉로11길","개봉"
"3635","개봉로17길","개봉"
"3636","개봉로17다길","개봉"
"3637","개봉로1길","개봉"
"3638","개봉로20길","개봉"
"3639","개봉로23가길","개봉"
"3640","개봉로2길","개봉"
"3641","개봉로3길","개봉"
"3642","경인로15길","경인"
"3643","경인로31길","경인"
"3644","경인로35길","경인"
"3645","경인로47길","경인"
"3646","고척로21나길","고척"
"3647","고척로27길","고척"
"3648","고척로27다길","고척"
"3649","고척로52길","고척"
"3650","공원로6가길","공원"
"3651","구로동로15길","구로"
"3652","구로동로28길","구로"
"3653","구로동로38길","구로"
"3654","구로동로41길","구로"
"3655","구로동로42길","구로"
"3656","구로동로7길","구로"
"3657","구로동로8길","구로"
"3658","구로중앙로19길","구로"
"3659","구로중앙로28길","구로"
"3660","구로중앙로34길","구로"
"3661","구로중앙로42길","구로"
"3662","구로중앙로7길","구로"
"3663","구로중앙로8길","구로"
"3664","남부순환로97길","남부"
"3665","도림로12길","도림"
"3666","도림로6길","도림"
"3667","디지털로27길","디지"
"3668","디지털로32가길","디지"
"3669","디지털로32길","디지"
"3670","부일로11길","부일"
"3671","부일로15길","부일"
"3672","부일로1길","부일"
"3673","새말로18길","새말"
"3674","신도림로13길","신도"
"3675","오류로8길","오류"
"3676","우마길","우마"
"3677","중앙로15길","중앙"
"3678","중앙로1길","중앙"
"3679","가산로3길","가산"
"3680","가산로5길","가산"
"3681","금하로1길","금하"
"3682","금하로24길","금하"
"3683","남부순환로112길","남부"
"3684","독산로108길","독산"
"3685","독산로40길","독산"
"3686","독산로50길","독산"
"3687","독산로64길","독산"
"3688","독산로70길","독산"
"3689","독산로78다길","독산"
"3690","독산로85길","독산"
"3691","문성로5길","문성"
"3692","범안로11길","범안"
"3693","범안로17길","범안"
"3694","벚꽃로56길","벚꽃"
"3695","시흥대로120길","시흥"
"3696","소월로20길","소월"
"3697","신목로2길","신목"
"3698","목동중앙로3길","목동"
"3699","목동중앙본로7길","목동"
"3700","시흥대로138길","시흥"
"3701","시흥대로141길","시흥"
"3702","시흥대로150길","시흥"
"3703","시흥대로153길","시흥"
"3704","시흥대로22길","시흥"
"3705","시흥대로36길","시흥"
"3706","시흥대로62가길","시흥"
"3707","시흥대로63길","시흥"
"3708","시흥대로68길","시흥"
"3709","시흥대로84길","시흥"
"3710","시흥대로94길","시흥"
"3711","가마산로61길","가마"
"3712","경인로77길","경인"
"3713","경인로80길","경인"
"3714","경인로90길","경인"
"3715","국회대로56길","국회"
"3716","당산로31길","당산"
"3717","당산로37길","당산"
"3718","당산로38길","당산"
"3719","당산로46길","당산"
"3720","대림로22길","대림"
"3721","대림로29길","대림"
"3722","대림로31길","대림"
"3723","대림로34길","대림"
"3724","대림로44길","대림"
"3725","대림로7길","대림"
"3726","대림로8길","대림"
"3727","도림로112길","도림"
"3728","도림로147길","도림"
"3729","도림로63길","도림"
"3730","도림천로21길","도림"
"3731","도신로15길","도신"
"3732","도신로29길","도신"
"3733","도신로60길","도신"
"3734","도신로62길","도신"
"3735","디지털로37길","디지"
"3736","디지털로57길","디지"
"3737","디지털로74길","디지"
"3738","선유로55길","선유"
"3739","선유서로24길","선유"
"3740","선유서로25길","선유"
"3741","선유서로28길","선유"
"3742","신길로17길","신길"
"3743","신길로39길","신길"
"3744","신길로42가길","신길"
"3745","신길로42길","신길"
"3746","신길로60길","신길"
"3747","양평로19길","양평"
"3748","양평로22라길","양평"
"3749","양평로28길","양평"
"3750","여의대방로35길","여의"
"3751","여의대방로39길","여의"
"3752","여의대방로43나길","여의"
"3753","여의대방로61길","여의"
"3754","영등포로25길","영등"
"3755","영등포로27길","영등"
"3756","영등포로35길","영등"
"3757","영등포로62길","영등"
"3758","영등포로80길","영등"
"3759","영등포로84길","영등"
"3760","영신로9길","영신"
"3761","국사봉1길","국사"
"3762","국사봉2길","국사"
"3763","국사봉길","국사"
"3764","노량진로6길","노량"
"3765","대방동27길","대방"
"3766","대방동2길","대방"
"3767","동작대로17길","동작"
"3768","동작대로29길","동작"
"3769","동작대로33길","동작"
"3770","동작대로35길","동작"
"3771","동작대로7길","동작"
"3772","등용로14길","등용"
"3773","만양로14길","만양"
"3774","만양로8길","만양"
"3775","사당로16가길","사당"
"3776","사당로16길","사당"
"3777","사당로20길","사당"
"3778","사당로23길","사당"
"3779","사당로23나길","사당"
"3780","사당로26길","사당"
"3781","사당로29길","사당"
"3782","사당로2차길","사당"
"3783","사당로30길","사당"
"3784","사당로8길","사당"
"3785","상도로15길","상도"
"3786","상도로37길","상도"
"3787","상도로47길","상도"
"3788","상도로61길","상도"
"3789","상도로62길","상도"
"3790","서달로10길","서달"
"3791","서달로14길","서달"
"3792","서달로15길","서달"
"3793","서달로8가길","서달"
"3794","성대로1길","성대"
"3795","성대로29길","성대"
"3796","신대방길","신대"
"3797","양녕로26길","양녕"
"3798","여의대방로22길","여의"
"3799","여의대방로22나길","여의"
"3800","여의대방로22카길","여의"
"3801","여의대방로24길","여의"
"3802","장승배기로10길","장승"
"3803","장승배기로19길","장승"
"3804","장승배기로27길","장승"
"3805","흑석로13길","흑석"
"3806","흑석로9길","흑석"
"3807","관악로10길","관악"
"3808","관악로14길","관악"
"3809","관악로28길","관악"
"3810","관악로30길","관악"
"3811","관천로15길","관천"
"3812","관천로22길","관천"
"3813","구암길","구암"
"3814","국회단지길","국회"
"3815","낙성대역길","낙성"
"3816","난곡로24길","난곡"
"3817","난곡로26길","난곡"
"3818","난곡로34길","난곡"
"3819","난곡로74길","난곡"
"3820","난우길","난우"
"3821","난향길","난향"
"3822","남부순환로142길","남부"
"3823","남부순환로151길","남부"
"3824","남부순환로161길","남부"
"3825","남부순환로172길","남부"
"3826","남부순환로234길","남부"
"3827","남부순환로248길","남부"
"3828","남현2길","남현"
"3829","남현3길","남현"
"3830","남현길","남현"
"3831","당곡길","당곡"
"3832","대학14길","대학"
"3833","대학길","대학"
"3834","미성5길","미성"
"3835","법원단지9길","법원"
"3836","법원단지길","법원"
"3837","복은길","복은"
"3838","봉천로13길","봉천"
"3839","봉천로33길","봉천"
"3840","서림7길","서림"
"3841","승방길","승방"
"3842","신림동길","신림"
"3843","신림로11길","신림"
"3844","신림로28길","신림"
"3845","신림로38길","신림"
"3846","신림로48길","신림"
"3847","신림로64길","신림"
"3848","신림로65길","신림"
"3849","신사로20길","신사"
"3850","신원로3길","신원"
"3851","양녕로6길","양녕"
"3852","은천로25길","은천"
"3853","인헌길","인헌"
"3854","장군봉1길","장군"
"3855","장군봉2길","장군"
"3856","조원로10길","조원"
"3857","조원로18길","조원"
"3858","조원중앙로2길","조원"
"3859","중앙길","중앙"
"3860","청룡8길","청룡"
"3861","청룡길","청룡"
"3862","청림3길","청림"
"3863","행운1길","행운"
"3864","행운길","행운"
"3865","호암로20길","호암"
"3866","호암로24길","호암"
"3867","양산길","양산"
"3868","양지길","양지"
"3869","원신길","원신"
"3870","소담길","소담"
"3871","강남대로23길","강남"
"3872","강남대로34길","강남"
"3873","강남대로8길","강남"
"3874","고무래로8길","고무"
"3875","남부순환로317길","남부"
"3876","남부순환로325길","남부"
"3877","남부순환로339길","남부"
"3878","논현로1길","논현"
"3879","논현로27길","논현"
"3880","동광로12길","동광"
"3881","동광로1길","동광"
"3882","동광로39길","동광"
"3883","동산로10길","동산"
"3884","동산로19길","동산"
"3885","방배천로4안길","방배"
"3886","마방로2길","마방"
"3887","바우뫼로39길","바우"
"3888","반포대로9길","반포"
"3889","방배로18길","방배"
"3890","방배로35길","방배"
"3891","방배로42길","방배"
"3892","사임당로17길","사임"
"3893","사평대로22길","사평"
"3894","사평대로26길","사평"
"3895","사평대로57길","사평"
"3896","서초대로15길","서초"
"3897","서초대로23길","서초"
"3898","서초대로25길","서초"
"3899","서초대로4길","서초"
"3900","서초대로64길","서초"
"3901","서초대로8길","서초"
"3902","신반포로45길","신반"
"3903","언남길","언남"
"3904","주흥15길","주흥"
"3905","주흥길","주흥"
"3906","청두곶길","청두"
"3907","효령로23길","효령"
"3908","효령로31길","효령"
"3909","효령로34길","효령"
"3910","효령로72길","효령"
"3911","방배중앙로21길","방배"
"3912","서초중앙로8길","서초"
"3913","강남대로118길","강남"
"3914","강남대로136길","강남"
"3915","강남대로140길","강남"
"3916","개포로17길","개포"
"3917","개포로20길","개포"
"3918","개포로28길","개포"
"3919","개포로82길","개포"
"3920","남부순환로365길","남부"
"3921","논현로106길","논현"
"3922","논현로10길","논현"
"3923","논현로115길","논현"
"3924","논현로123길","논현"
"3925","논현로139길","논현"
"3926","논현로159길","논현"
"3927","논현로26길","논현"
"3928","논현로28길","논현"
"3929","논현로63길","논현"
"3930","논현로8길","논현"
"3931","도곡로37길","도곡"
"3932","도산대로15길","도산"
"3933","도산대로23길","도산"
"3934","도산대로30길","도산"
"3935","도산대로38길","도산"
"3936","도산대로50길","도산"
"3937","도산대로81길","도산"
"3938","도산대로89길","도산"
"3939","봉은사로109길","봉은"
"3940","봉은사로29길","봉은"
"3941","봉은사로43길","봉은"
"3942","봉은사로57길","봉은"
"3943","봉은사로68길","봉은"
"3944","삼성로115길","삼성"
"3945","삼성로147길","삼성"
"3946","삼성로57길","삼성"
"3947","삼성로63길","삼성"
"3948","삼성로64길","삼성"
"3949","삼성로69길","삼성"
"3950","삼성로75길","삼성"
"3951","선릉로121길","선릉"
"3952","선릉로132길","선릉"
"3953","선릉로133길","선릉"
"3954","선릉로146길","선릉"
"3955","선릉로18길","선릉"
"3956","압구정로2길","압구"
"3957","언주로81길","언주"
"3958","영동대로112길","영동"
"3959","영동대로65길","영동"
"3960","일원로3길","일원"
"3961","일원로9길","일원"
"3962","테헤란로81길","테헤"
"3963","학동로38길","학동"
"3964","학동로56길","학동"
"3965","학동로6길","학동"
"3966","학동로77길","학동"
"3967","거마로20길","거마"
"3968","동남로20길","동남"
"3969","마천로51길","마천"
"3970","백제고분로21길","백제"
"3971","백제고분로22길","백제"
"3972","백제고분로32길","백제"
"3973","백제고분로33길","백제"
"3974","백제고분로34길","백제"
"3975","백제고분로39길","백제"
"3976","백제고분로42길","백제"
"3977","백제고분로45길","백제"
"3978","백제고분로46길","백제"
"3979","백제고분로50길","백제"
"3980","삼전로13길","삼전"
"3981","송이로23길","송이"
"3982","송이로32길","송이"
"3983","송이로36길","송이"
"3984","송파대로30길","송파"
"3985","양재대로62길","양재"
"3986","양재대로64길","양재"
"3987","양재대로71길","양재"
"3988","양재대로72길","양재"
"3989","오금로11길","오금"
"3990","오금로36길","오금"
"3991","오금로46길","오금"
"3992","풍성로25길","풍성"
"3993","강동대로53길","강동"
"3994","고덕로10길","고덕"
"3995","고덕로25길","고덕"
"3996","고덕로61길","고덕"
"3997","구천면로36길","구천"
"3998","구천면로41길","구천"
"3999","구천면로42길","구천"
"4000","동남로65길","동남"
"4001","동남로82길","동남"
"4002","동남로85길","동남"
"4003","명일로13길","명일"
"4004","상암로14길","상암"
"4005","상암로4길","상암"
"4006","상암로51길","상암"
"4007","상암로5길","상암"
"4008","상일로5길","상일"
"4009","성내로5길","성내"
"4010","성안로3길","성안"
"4011","암사길","암사"
"4012","양재대로101길","양재"
"4013","양재대로116길","양재"
"4014","양재대로124길","양재"
"4015","양재대로133길","양재"
"4016","양재대로91길","양재"
"4017","양재대로95길","양재"
"4018","양재대로96길","양재"
"4019","올림픽로48길","올림"
"4020","올림픽로71길","올림"
"4021","올림픽로77길","올림"
"4022","올림픽로78길","올림"
"4023","올림픽로80길","올림"
"4024","올림픽로98길","올림"
"4025","진황도로27길","진황"
"4026","진황도로47길","진황"
"4027","천중로39길","천중"
"4028","천중로51길","천중"
"4029","천호대로162길","천호"
"4030","천호대로170길","천호"
"4031","천호대로187길","천호"
"4032","천호대로197길","천호"
"4033","천호대로219길","천호"
"4034","천호옛14길","천호"
"4035","동남로82길","동남"
"4036","백석동길","백석"
"4037","여의대방로46길","여의"
"4038","천호옛길","천호"
"4039","백제고분로31길","백제"
"4040","풍성로37가길","풍성"
