"","trdar_cd_nm","한글id"
"199","장한로27가길","장한"
"200","장한로27길","장한"
"201","장한로5길","장한"
"202","장한로8길","장한"
"203","전농로29길","전농"
"204","전농로3길","전농"
"205","전농로4길","전농"
"206","제기로21길","제기"
"207","제기로5길","제기"
"208","천장산로7길","천장"
"209","천호대로12길","천호"
"210","천호대로17길","천호"
"211","천호대로45길","천호"
"212","천호대로77길","천호"
"213","천호대로97길","천호"
"214","한천로14길","한천"
"215","한천로33길","한천"
"216","한천로40길","한천"
"217","한천로46길","한천"
"218","휘경로14길","휘경"
"219","휘경로23길","휘경"
"220","휘경로2길","휘경"
"221","휘경로3길","휘경"
"222","겸재로29길","겸재"
"223","겸재로36길","겸재"
"224","겸재로54길","겸재"
"225","공릉로12가길","공릉"
"226","공릉로2길","공릉"
"227","답십리로75길","답십"
"228","동일로100길","동일"
"229","동일로101길","동일"
"230","동일로112길","동일"
"231","동일로123길","동일"
"232","동일로130길","동일"
"233","동일로139가길","동일"
"234","동일로139길","동일"
"235","동일로140길","동일"
"236","동일로149길","동일"
"237","동일로157길","동일"
"238","동일로163길","동일"
"239","망우로68길","망우"
"240","망우로73길","망우"
"241","면목로21길","면목"
"242","면목로33길","면목"
"243","면목로45길","면목"
"244","면목로48길","면목"
"245","면목로49길","면목"
"246","면목로55길","면목"
"247","면목로56길","면목"
"248","면목로78길","면목"
"249","봉우재로33길","봉우"
"250","봉화산로30길","봉화"
"251","봉화산로4길","봉화"
"252","봉화산로56길","봉화"
"253","사가정로42길","사가"
"254","사가정로54길","사가"
"255","신내로7가길","신내"
"256","용마산로100길","용마"
"257","용마산로112길","용마"
"258","용마산로118길","용마"
"259","용마산로94길","용마"
"260","중랑천로10길","중랑"
"261","길음로7길","길음"
"262","돌곶이로14길","돌곶"
"263","돌곶이로22길","돌곶"
"264","돌곶이로27길","돌곶"
"265","돌곶이로28길","돌곶"
"266","돌곶이로41길","돌곶"
"267","돌곶이로8길","돌곶"
"268","동소문로13길","동소"
"269","동소문로15길","동소"
"270","동소문로26가길","동소"
"271","동소문로2길","동소"
"272","동소문로6길","동소"
"273","보국문로16길","보국"
"274","보문로13길","보문"
"275","보문로26길","보문"
"276","보문로31길","보문"
"277","보문로32길","보문"
"278","삼선교로10길","삼선"
"279","삼선교로10다길","삼선"
"280","삼선교로16가길","삼선"
"281","삼양로8길","삼양"
"282","성북로8길","성북"
"283","솔샘로6길","솔샘"
"284","아리랑로4길","아리"
"285","안암로5길","안암"
"286","오패산로19길","오패"
"287","오패산로3길","오패"
"288","오패산로4길","오패"
"289","인촌로17가길","인촌"
"290","인촌로1길","인촌"
"291","개운사길","개운"
"292","인촌로24길","인촌"
"293","인촌로5길","인촌"
"294","인촌로6길","인촌"
"295","장월로1길","장월"
"296","장위로50길","장위"
"297","정릉로26길","정릉"
"298","정릉로27길","정릉"
"299","정릉로8길","정릉"
"300","종암로16길","종암"
"301","종암로19길","종암"
"302","종암로21길","종암"
"303","종암로24가길","종암"
"304","종암로5길","종암"
"305","지봉로20길","지봉"
"306","창경궁로43길","창경"
"307","한천로101가길","한천"
"308","한천로76길","한천"
"309","화랑로13길","화랑"
"310","화랑로14길","화랑"
"311","화랑로19길","화랑"
"312","화랑로1길","화랑"
"313","화랑로32길","화랑"
"314","화랑로40길","화랑"
"315","노해로17길","노해"
"316","노해로23길","노해"
"317","노해로33길","노해"
"318","덕릉로40길","덕릉"
"319","덕릉로41길","덕릉"
"320","도봉로13길","도봉"
"321","도봉로18길","도봉"
"322","도봉로45길","도봉"
"323","도봉로67길","도봉"
"324","도봉로76길","도봉"
"325","도봉로8길","도봉"
"326","도봉로99길","도봉"
"327","삼각산로28길","삼각"
"328","삼양로20길","삼양"
"329","삼양로24길","삼양"
"330","삼양로27길","삼양"
"331","삼양로41길","삼양"
"332","삼양로54길","삼양"
"333","삼양로77길","삼양"
"334","삼양로93길","삼양"
"335","솔매로41길","솔매"
"336","솔매로45길","솔매"
"337","솔매로50길","솔매"
"338","솔샘로65길","솔샘"
"339","수유로12길","수유"
"340","오패산로30길","오패"
"341","오패산로52길","오패"
"342","오패산로67길","오패"
"343","인수봉로56길","인수"
"344","인수봉로72길","인수"
"345","인수봉로79길","인수"
"346","한천로109길","한천"
"347","한천로124나길","한천"
"348","한천로130길","한천"
"349","한천로132길","한천"
"350","한천로139가길","한천"
"351","한천로140길","한천"
"352","노해로60길","노해"
"353","노해로63다길","노해"
"354","덕릉로60길","덕릉"
"355","도당로13가길","도당"
"356","도당로13바길","도당"
"357","도당로19길","도당"
"358","도당로29길","도당"
"359","도봉로109길","도봉"
"360","도봉로114길","도봉"
"361","도봉로143길","도봉"
"362","도봉로147길","도봉"
"363","도봉로152가길","도봉"
"364","도봉로156길","도봉"
"365","도봉로169나길","도봉"
"366","도봉로181길","도봉"
"367","도봉산4길","도봉"
"368","도봉산길","도봉"
"369","방학로10길","방학"
"370","방학로15길","방학"
"371","방학로5길","방학"
"372","방학로6가길","방학"
"373","삼양로144길","삼양"
"374","시루봉로23길","시루"
"375","우이천로32길","우이"
"376","우이천로4다길","우이"
"377","해등로16길","해등"
"378","공릉로58길","공릉"
"379","동일로173가길","동일"
"380","동일로192길","동일"
"381","동일로242길","동일"
"382","상계로12길","상계"
"383","상계로1길","상계"
"384","상계로9가길","상계"
"385","석계로1길","석계"
"386","한글비석로22길","한글"
"387","한글비석로24길","한글"
"388","한글비석로44길","한글"
"389","가좌로7길","가좌"
"390","갈현로1길","갈현"
"391","갈현로33길","갈현"
"392","갈현로41길","갈현"
"393","갈현로7길","갈현"
"394","불광천길","불광"
"395","서오릉로21길","서오"
"396","서오릉로8길","서오"
"397","수색로18길","수색"
"398","역말로9길","역말"
"399","연서로11길","연서"
"400","연서로13길","연서"
"401","연서로16길","연서"
"402","연서로17길","연서"
"403","연서로21길","연서"
"404","연서로27길","연서"
"405","연서로28길","연서"
"406","연서로29길","연서"
"407","연서로33길","연서"
"408","연서로34길","연서"
"409","연서로3길","연서"
"410","연서로41길","연서"
"411","연서로5길","연서"
"412","은평로10길","은평"
"413","은평로13길","은평"
"414","은평로20길","은평"
"415","은평로3길","은평"
"416","은평로8길","은평"
"417","응암로12길","응암"
"418","응암로13길","응암"
"419","응암로14길","응암"
"420","응암로22길","응암"
"421","응암로34길","응암"
"422","증산로13길","증산"
"423","증산로15길","증산"
"424","증산로17길","증산"
"425","증산로21길","증산"
"426","증산로5길","증산"
"427","증산로9길","증산"
"428","증산서길","증산"
"429","진흥로12길","진흥"
"430","진흥로1길","진흥"
"431","통일로69길","통일"
"432","통일로78길","통일"
"433","통일로87길","통일"
"434","통일로92길","통일"
"435","가재울로6길","가재"
"436","독립문로8길","독립"
"437","명지대길","명지"
"438","모래내로15길","모래"
"439","북아현로4길","북아"
"440","세검정로1길","세검"
"441","세무서2길","세무"
"442","세무서길","세무"
"443","수색로8길","수색"
"444","신촌로37길","신촌"
"445","연희로10길","연희"
"446","응암로1길","응암"
"447","증가로10길","증가"
"448","증가로20가길","증가"
"449","증가로23나길","증가"
"450","증가로6길","증가"
"451","충정로4길","충정"
"452","충정로6길","충정"
"453","통일로11길","통일"
"454","통일로37길","통일"
"455","통일로39길","통일"
"456","홍연길","홍연"
"457","홍제내길","홍제"
"458","광성로6길","광성"
"459","대흥로21길","대흥"
"460","대흥로28길","대흥"
"461","도화4길","도화"
"462","도화길","도화"
"463","독막로22길","독막"
"464","독막로32길","독막"
"465","독막로8길","독막"
"466","동교로17길","동교"
"467","동교로19길","동교"
"468","동교로25길","동교"
"469","동교로27길","동교"
"470","동교로38길","동교"
"471","마포대로12길","마포"
"472","마포대로20길","마포"
"473","마포대로4길","마포"
"474","만리재옛길","만리"
"475","망원로11길","망원"
"476","망원로2길","망원"
"477","매봉산로2길","매봉"
"478","모래내로7길","모래"
"479","방울내로9안길","방울"
"480","백범로16길","백범"
"481","성미산로11길","성미"
"482","성미산로1길","성미"
"483","성미산로32길","성미"
"484","성산로4길","성산"
"485","성지3길","성지"
"486","숭문8길","숭문"
"487","숭문길","숭문"
"488","신촌로12길","신촌"
"489","신촌로28가길","신촌"
"490","신촌로30길","신촌"
"491","양화로11길","양화"
"492","양화로1길","양화"
"493","양화진길","양화"
"494","와우산로29가길","와우"
"495","와우산로29길","와우"
"496","와우산로3길","와우"
"497","월드컵로10길","월드"
"498","월드컵로11길","월드"
"499","월드컵로16길","월드"
"500","월드컵로19길","월드"
"501","월드컵로25길","월드"
"502","월드컵로36길","월드"
"503","월드컵로7길","월드"
"504","월드컵로8길","월드"
"505","토정로37길","토정"
"506","효창원로93길","효창"
"507","가로공원로58길","가로"
"508","곰달래로10길","곰달"
"509","곰달래로2길","곰달"
"510","곰달래로3길","곰달"
"511","곰달래로5길","곰달"
"512","남부순환로33길","남부"
"513","남부순환로40길","남부"
"514","남부순환로58길","남부"
"515","남부순환로70길","남부"
"516","남부순환로79길","남부"
"517","남부순환로88길","남부"
"518","목동남로4길","목동"
"519","목동동로12길","목동"
"520","목동동로8길","목동"
"521","목동로19길","목동"
"522","목동로9길","목동"
"523","목동중앙남로3가길","목동"
"524","목동중앙로13나길","목동"
"525","목동중앙로3길","목동"
"526","목동중앙본로7길","목동"
"527","목동중앙북로16길","목동"
"528","목동중앙북로8길","목동"
"529","목동중앙서로7길","목동"
"530","목동중앙서로8가길","목동"
"531","신목로2길","신목"
"532","신목로5길","신목"
"533","신목로6길","신목"
"534","신월로15길","신월"
"535","신월로20길","신월"
"536","오목로23길","오목"
"537","오목로30길","오목"
"538","오목로3길","오목"
"539","오목로5길","오목"
"540","은행정로5길","은행"
"541","은행정로7길","은행"
"542","중앙로25길","중앙"
"543","중앙로32길","중앙"
"544","중앙로36길","중앙"
"545","중앙로45길","중앙"
"546","중앙로47길","중앙"
"547","중앙로51길","중앙"
"548","중앙로55길","중앙"
"549","지양로7길","지양"
"550","화곡로3길","화곡"
"551","화곡로4길","화곡"
"552","가로공원로76가길","가로"
"553","가로공원로80길","가로"
"554","강서로15길","강서"
"555","강서로17가길","강서"
"556","강서로18길","강서"
"557","강서로29길","강서"
"558","강서로35길","강서"
"559","강서로45길","강서"
"560","강서로45다길","강서"
"561","강서로47길","강서"
"562","강서로47라길","강서"
"563","강서로5가길","강서"
"564","강서로5나길","강서"
"565","강서로5라길","강서"
"566","강서로8길","강서"
"567","개화동로23길","개화"
"568","개화동로25길","개화"
"569","곰달래로25길","곰달"
"570","곰달래로31길","곰달"
"571","곰달래로47길","곰달"
"572","곰달래로53길","곰달"
"573","곰달래로60길","곰달"
"574","공항대로38길","공항"
"575","공항대로42길","공항"
"576","공항대로55길","공항"
"577","공항대로59길","공항"
"578","공항대로59다길","공항"
"579","공항대로61길","공항"
"580","공항대로8길","공항"
"581","국회대로7길","국회"
"582","까치산로4길","까치"
"583","남부순환로11길","남부"
"584","등촌로13길","등촌"
"585","등촌로39길","등촌"
"586","등촌로51길","등촌"
"587","등촌로55길","등촌"
"588","등촌로5길","등촌"
"589","방화대로21길","방화"
"590","방화대로6라길","방화"
"591","양천로14길","양천"
"592","양천로24가길","양천"
"593","양천로24길","양천"
"594","양천로26길","양천"
"595","양천로49길","양천"
"596","양천로71길","양천"
"597","양천로73가길","양천"
"598","우장산로6길","우장"
"599","월정로20길","월정"
"600","초록마을로3길","초록"
"601","초록마을로8길","초록"
"602","초원로16길","초원"
"603","화곡로13길","화곡"
"604","화곡로20길","화곡"
"605","화곡로31길","화곡"
"606","화곡로44나길","화곡"
"607","화곡로59길","화곡"
"608","화곡로64길","화곡"
"609","개봉로11길","개봉"
"610","개봉로17길","개봉"
"611","개봉로17다길","개봉"
"612","개봉로1길","개봉"
"613","개봉로20길","개봉"
"614","개봉로23가길","개봉"
"615","개봉로2길","개봉"
"616","개봉로3길","개봉"
"617","경인로15길","경인"
"618","경인로31길","경인"
"619","경인로35길","경인"
"620","경인로47길","경인"
"621","고척로21나길","고척"
"622","고척로27길","고척"
"623","고척로27다길","고척"
"624","고척로52길","고척"
"625","공원로6가길","공원"
"626","구로동로15길","구로"
"627","구로동로28길","구로"
"628","구로동로38길","구로"
"629","구로동로41길","구로"
"630","구로동로42길","구로"
"631","구로동로7길","구로"
"632","구로동로8길","구로"
"633","구로중앙로19길","구로"
"634","구로중앙로28길","구로"
"635","구로중앙로34길","구로"
"636","구로중앙로42길","구로"
"637","구로중앙로7길","구로"
"638","구로중앙로8길","구로"
"639","남부순환로97길","남부"
"640","도림로12길","도림"
"641","도림로6길","도림"
"642","디지털로27길","디지"
"643","디지털로32가길","디지"
"644","디지털로32길","디지"
"645","부일로11길","부일"
"646","부일로15길","부일"
"647","부일로1길","부일"
"648","새말로18길","새말"
"649","신도림로13길","신도"
"650","오류로8길","오류"
"651","우마길","우마"
"652","중앙로15길","중앙"
"653","중앙로1길","중앙"
"654","가산로3길","가산"
"655","가산로5길","가산"
"656","금하로14길","금하"
"657","금하로1길","금하"
"658","금하로24길","금하"
"659","남부순환로112길","남부"
"660","독산로108길","독산"
"661","독산로40길","독산"
"662","독산로50길","독산"
"663","독산로64길","독산"
"664","독산로70길","독산"
"665","독산로78다길","독산"
"666","독산로85길","독산"
"667","문성로5길","문성"
"668","범안로11길","범안"
"669","범안로17길","범안"
"670","벚꽃로56길","벚꽃"
"671","시흥대로120길","시흥"
"672","시흥대로138길","시흥"
"673","시흥대로141길","시흥"
"674","시흥대로150길","시흥"
"675","시흥대로153길","시흥"
"676","시흥대로22길","시흥"
"677","시흥대로36길","시흥"
"678","시흥대로62가길","시흥"
"679","시흥대로63길","시흥"
"680","시흥대로68길","시흥"
"681","시흥대로84길","시흥"
"682","시흥대로94길","시흥"
"683","가마산로61길","가마"
"684","경인로77길","경인"
"685","경인로80길","경인"
"686","경인로90길","경인"
"687","국회대로56길","국회"
"688","당산로31길","당산"
"689","당산로37길","당산"
"690","당산로38길","당산"
"691","당산로46길","당산"
"692","대림로22길","대림"
"693","대림로29길","대림"
"694","대림로31길","대림"
"695","대림로34길","대림"
"696","대림로44길","대림"
"697","대림로7길","대림"
"698","대림로8길","대림"
"699","도림로112길","도림"
"700","도림로147길","도림"
"701","도림로63길","도림"
"702","도림천로21길","도림"
"703","도신로15길","도신"
"704","도신로29길","도신"
"705","도신로60길","도신"
"706","도신로62길","도신"
"707","디지털로37길","디지"
"708","디지털로57길","디지"
"709","디지털로74길","디지"
"710","선유로55길","선유"
"711","선유서로24길","선유"
"712","선유서로25길","선유"
"713","선유서로28길","선유"
"714","신길로17길","신길"
"715","신길로39길","신길"
"716","신길로42가길","신길"
"717","신길로42길","신길"
"718","신길로60길","신길"
"719","양평로19길","양평"
"720","양평로22라길","양평"
"721","양평로28길","양평"
"722","여의대방로35길","여의"
"723","여의대방로39길","여의"
"724","여의대방로43나길","여의"
"725","여의대방로61길","여의"
"726","영등포로25길","영등"
"727","영등포로27길","영등"
"728","영등포로35길","영등"
"729","영등포로62길","영등"
"730","영등포로80길","영등"
"731","영등포로84길","영등"
"732","영신로9길","영신"
"733","국사봉1길","국사"
"734","국사봉2길","국사"
"735","국사봉길","국사"
"736","노량진로6길","노량"
"737","대방동27길","대방"
"738","대방동2길","대방"
"739","동작대로17길","동작"
"740","동작대로29길","동작"
"741","동작대로33길","동작"
"742","동작대로35길","동작"
"743","동작대로7길","동작"
"744","등용로14길","등용"
"745","만양로14길","만양"
"746","만양로8길","만양"
"747","사당로16가길","사당"
"748","사당로16길","사당"
"749","사당로20길","사당"
"750","사당로23길","사당"
"751","사당로23나길","사당"
"752","사당로26길","사당"
"753","사당로29길","사당"
"754","사당로2차길","사당"
"755","사당로30길","사당"
"756","사당로8길","사당"
"757","상도로15길","상도"
"758","상도로37길","상도"
"759","상도로47길","상도"
"760","상도로61길","상도"
"761","상도로62길","상도"
"762","서달로10길","서달"
"763","서달로14길","서달"
"764","서달로15길","서달"
"765","서달로8가길","서달"
"766","성대로1길","성대"
"767","성대로29길","성대"
"768","신대방길","신대"
"769","양녕로26길","양녕"
"770","여의대방로22길","여의"
"771","여의대방로22나길","여의"
"772","여의대방로22카길","여의"
"773","여의대방로24길","여의"
"774","여의대방로46길","여의"
"775","장승배기로10길","장승"
"776","장승배기로19길","장승"
"777","장승배기로27길","장승"
"778","흑석로13길","흑석"
"779","흑석로9길","흑석"
"780","관악로10길","관악"
"781","관악로14길","관악"
"782","관악로28길","관악"
"783","관악로30길","관악"
"784","관천로15길","관천"
"785","관천로22길","관천"
"786","구암길","구암"
"787","국회단지길","국회"
"788","낙성대역길","낙성"
"789","난곡로24길","난곡"
"790","난곡로26길","난곡"
"791","난곡로34길","난곡"
"792","난곡로74길","난곡"
"793","난우길","난우"
"794","난향길","난향"
"795","남부순환로142길","남부"
"796","남부순환로151길","남부"
"797","남부순환로161길","남부"
"798","남부순환로172길","남부"
"799","남부순환로234길","남부"
"800","남부순환로248길","남부"
"801","남현2길","남현"
"802","남현3길","남현"
"803","남현길","남현"
"804","당곡길","당곡"
"805","대학14길","대학"
"806","대학길","대학"
"807","미성5길","미성"
"808","법원단지9길","법원"
"809","법원단지길","법원"
"810","복은길","복은"
"811","봉천로13길","봉천"
"812","봉천로33길","봉천"
"813","서림7길","서림"
"814","승방길","승방"
"815","신림동길","신림"
"816","신림로11길","신림"
"817","신림로28길","신림"
"818","신림로38길","신림"
"819","신림로48길","신림"
"820","신림로64길","신림"
"821","신림로65길","신림"
"822","신사로20길","신사"
"823","신원로3길","신원"
"824","양녕로6길","양녕"
"825","은천로25길","은천"
"826","인헌길","인헌"
"827","장군봉1길","장군"
"828","장군봉2길","장군"
"829","조원로10길","조원"
"830","조원로18길","조원"
"831","조원중앙로2길","조원"
"832","중앙길","중앙"
"833","청룡8길","청룡"
"834","청룡길","청룡"
"835","청림3길","청림"
"836","행운1길","행운"
"837","행운길","행운"
"838","호암로20길","호암"
"839","호암로24길","호암"
"840","양산길","양산"
"841","양지길","양지"
"842","원신길","원신"
"843","소담길","소담"
"844","강남대로23길","강남"
"845","강남대로34길","강남"
"846","강남대로8길","강남"
"847","고무래로8길","고무"
"848","남부순환로317길","남부"
"849","남부순환로325길","남부"
"850","남부순환로339길","남부"
"851","논현로1길","논현"
"852","논현로27길","논현"
"853","동광로12길","동광"
"854","동광로1길","동광"
"855","동광로39길","동광"
"856","동산로10길","동산"
"857","동산로19길","동산"
"858","방배천로4안길","방배"
"859","마방로2길","마방"
"860","바우뫼로39길","바우"
"861","반포대로9길","반포"
"862","방배로18길","방배"
"863","방배로35길","방배"
"864","방배로42길","방배"
"865","사임당로17길","사임"
"866","사평대로22길","사평"
"867","사평대로26길","사평"
"868","사평대로57길","사평"
"869","서초대로15길","서초"
"870","서초대로23길","서초"
"871","서초대로25길","서초"
"872","서초대로4길","서초"
"873","서초대로64길","서초"
"874","서초대로8길","서초"
"875","신반포로45길","신반"
"876","언남길","언남"
"877","주흥15길","주흥"
"878","주흥길","주흥"
"879","청두곶길","청두"
"880","효령로23길","효령"
"881","효령로31길","효령"
"882","효령로34길","효령"
"883","효령로72길","효령"
"884","방배중앙로21길","방배"
"885","서초중앙로8길","서초"
"886","강남대로118길","강남"
"887","강남대로136길","강남"
"888","강남대로140길","강남"
"889","개포로17길","개포"
"890","개포로20길","개포"
"891","개포로28길","개포"
"892","개포로82길","개포"
"893","남부순환로365길","남부"
"894","논현로106길","논현"
"895","논현로10길","논현"
"896","논현로115길","논현"
"897","논현로123길","논현"
"898","논현로139길","논현"
"899","논현로159길","논현"
"900","논현로26길","논현"
"901","논현로28길","논현"
"902","논현로63길","논현"
"903","논현로8길","논현"
"904","도곡로37길","도곡"
"905","도산대로15길","도산"
"906","도산대로23길","도산"
"907","도산대로30길","도산"
"908","도산대로38길","도산"
"909","도산대로50길","도산"
"910","도산대로81길","도산"
"911","도산대로89길","도산"
"912","봉은사로109길","봉은"
"913","봉은사로29길","봉은"
"914","봉은사로43길","봉은"
"915","봉은사로57길","봉은"
"916","봉은사로68길","봉은"
"917","삼성로115길","삼성"
"918","삼성로147길","삼성"
"919","삼성로57길","삼성"
"920","삼성로63길","삼성"
"921","삼성로64길","삼성"
"922","삼성로69길","삼성"
"923","삼성로75길","삼성"
"924","선릉로121길","선릉"
"925","선릉로132길","선릉"
"926","선릉로133길","선릉"
"927","선릉로146길","선릉"
"928","선릉로18길","선릉"
"929","압구정로2길","압구"
"930","언주로81길","언주"
"931","영동대로112길","영동"
"932","영동대로65길","영동"
"933","일원로3길","일원"
"934","일원로9길","일원"
"935","테헤란로81길","테헤"
"936","학동로38길","학동"
"937","학동로56길","학동"
"938","학동로6길","학동"
"939","학동로77길","학동"
"940","거마로20길","거마"
"941","동남로20길","동남"
"942","마천로51길","마천"
"943","백제고분로21길","백제"
"944","백제고분로22길","백제"
"945","백제고분로31길","백제"
"946","백제고분로32길","백제"
"947","백제고분로33길","백제"
"948","백제고분로34길","백제"
"949","백제고분로39길","백제"
"950","백제고분로42길","백제"
"951","백제고분로45길","백제"
"952","백제고분로46길","백제"
"953","백제고분로50길","백제"
"954","삼전로13길","삼전"
"955","송이로23길","송이"
"956","송이로32길","송이"
"957","송이로36길","송이"
"958","송파대로30길","송파"
"959","양재대로62길","양재"
"960","양재대로64길","양재"
"961","양재대로71길","양재"
"962","양재대로72길","양재"
"963","오금로11길","오금"
"964","오금로36길","오금"
"965","오금로46길","오금"
"966","풍성로25길","풍성"
"967","강동대로53길","강동"
"968","고덕로10길","고덕"
"969","고덕로25길","고덕"
"970","고덕로61길","고덕"
"971","구천면로36길","구천"
"972","구천면로41길","구천"
"973","구천면로42길","구천"
"974","동남로65길","동남"
"975","동남로82길","동남"
"976","동남로85길","동남"
"977","명일로13길","명일"
"978","상암로14길","상암"
"979","상암로4길","상암"
"980","상암로51길","상암"
"981","상암로5길","상암"
"982","상일로5길","상일"
"983","성내로5길","성내"
"984","성안로3길","성안"
"985","암사길","암사"
"986","양재대로101길","양재"
"987","양재대로116길","양재"
"988","양재대로124길","양재"
"989","양재대로133길","양재"
"990","양재대로91길","양재"
"991","양재대로95길","양재"
"992","양재대로96길","양재"
"993","올림픽로48길","올림"
"994","올림픽로71길","올림"
"995","올림픽로77길","올림"
"996","올림픽로78길","올림"
"997","올림픽로80길","올림"
