"","trdar_cd_nm","한글id"
"7779","디지털로74길","디지"
"7780","선유로55길","선유"
"7781","선유서로24길","선유"
"7782","선유서로25길","선유"
"7783","선유서로28길","선유"
"7784","신길로17길","신길"
"7785","신길로39길","신길"
"7786","신길로42가길","신길"
"7787","신길로42길","신길"
"7788","신길로60길","신길"
"7789","양평로19길","양평"
"7790","양평로22라길","양평"
"7791","양평로28길","양평"
"7792","여의대방로35길","여의"
"7793","여의대방로39길","여의"
"7794","여의대방로43나길","여의"
"7795","여의대방로61길","여의"
"7796","영등포로25길","영등"
"7797","영등포로27길","영등"
"7798","영등포로35길","영등"
"7799","영등포로62길","영등"
"7800","영등포로80길","영등"
"7801","영등포로84길","영등"
"7802","영신로9길","영신"
"7803","국사봉1길","국사"
"7804","국사봉2길","국사"
"7805","국사봉길","국사"
"7806","노량진로6길","노량"
"7807","대방동27길","대방"
"7808","대방동2길","대방"
"7809","동작대로17길","동작"
"7810","동작대로29길","동작"
"7811","동작대로33길","동작"
"7812","동작대로35길","동작"
"7813","동작대로7길","동작"
"7814","등용로14길","등용"
"7815","만양로14길","만양"
"7816","만양로8길","만양"
"7817","사당로16가길","사당"
"7818","사당로16길","사당"
"7819","사당로20길","사당"
"7820","사당로23길","사당"
"7821","사당로23나길","사당"
"7822","사당로26길","사당"
"7823","사당로29길","사당"
"7824","사당로2차길","사당"
"7825","사당로30길","사당"
"7826","사당로8길","사당"
"7827","상도로15길","상도"
"7828","상도로37길","상도"
"7829","상도로47길","상도"
"7830","상도로61길","상도"
"7831","상도로62길","상도"
"7832","서달로10길","서달"
"7833","서달로14길","서달"
"7834","서달로15길","서달"
"7835","서달로8가길","서달"
"7836","성대로1길","성대"
"7837","성대로29길","성대"
"7838","신대방길","신대"
"7839","양녕로26길","양녕"
"7840","여의대방로22길","여의"
"7841","여의대방로22나길","여의"
"7842","여의대방로22카길","여의"
"7843","여의대방로24길","여의"
"7844","여의대방로46길","여의"
"7845","장승배기로10길","장승"
"7846","장승배기로19길","장승"
"7847","장승배기로27길","장승"
"7848","흑석로13길","흑석"
"7849","흑석로9길","흑석"
"7850","관악로10길","관악"
"7851","관악로14길","관악"
"7852","관악로28길","관악"
"7853","관악로30길","관악"
"7854","관천로15길","관천"
"7855","관천로22길","관천"
"7856","구암길","구암"
"7857","국회단지길","국회"
"7858","낙성대역길","낙성"
"7859","난곡로24길","난곡"
"7860","난곡로26길","난곡"
"7861","난곡로34길","난곡"
"7862","난곡로74길","난곡"
"7863","난우길","난우"
"7864","난향길","난향"
"7865","남부순환로142길","남부"
"7866","남부순환로151길","남부"
"7867","남부순환로161길","남부"
"7868","남부순환로172길","남부"
"7869","남부순환로234길","남부"
"7870","남부순환로248길","남부"
"7871","남현2길","남현"
"7872","남현3길","남현"
"7873","남현길","남현"
"7874","당곡길","당곡"
"7875","대학14길","대학"
"7876","대학길","대학"
"7877","미성5길","미성"
"7878","법원단지9길","법원"
"7879","법원단지길","법원"
"7880","복은길","복은"
"7881","봉천로13길","봉천"
"7882","봉천로33길","봉천"
"7883","서림7길","서림"
"7884","승방길","승방"
"7885","신림동길","신림"
"7886","신림로11길","신림"
"7887","신림로28길","신림"
"7888","신림로38길","신림"
"7889","신림로48길","신림"
"7890","신림로64길","신림"
"7891","신림로65길","신림"
"7892","신사로20길","신사"
"7893","신원로3길","신원"
"7894","양녕로6길","양녕"
"7895","은천로25길","은천"
"7896","인헌길","인헌"
"7897","장군봉1길","장군"
"7898","장군봉2길","장군"
"7899","조원로10길","조원"
"7900","조원로18길","조원"
"7901","조원중앙로2길","조원"
"7902","중앙길","중앙"
"7903","청룡8길","청룡"
"7904","청룡길","청룡"
"7905","청림3길","청림"
"7906","행운1길","행운"
"7907","행운길","행운"
"7908","호암로20길","호암"
"7909","호암로24길","호암"
"7910","양산길","양산"
"7911","양지길","양지"
"7912","원신길","원신"
"7913","소담길","소담"
"7914","강남대로23길","강남"
"7915","강남대로34길","강남"
"7916","강남대로8길","강남"
"7917","고무래로8길","고무"
"7918","남부순환로317길","남부"
"7919","남부순환로325길","남부"
"7920","남부순환로339길","남부"
"7921","논현로1길","논현"
"7922","논현로27길","논현"
"7923","동광로12길","동광"
"7924","동광로1길","동광"
"7925","동광로39길","동광"
"7926","동산로10길","동산"
"7927","동산로19길","동산"
"7928","방배천로4안길","방배"
"7929","마방로2길","마방"
"7930","바우뫼로39길","바우"
"7931","반포대로9길","반포"
"7932","방배로18길","방배"
"7933","방배로35길","방배"
"7934","방배로42길","방배"
"7935","사임당로17길","사임"
"7936","사평대로22길","사평"
"7937","사평대로26길","사평"
"7938","사평대로57길","사평"
"7939","서초대로15길","서초"
"7940","서초대로23길","서초"
"7941","서초대로25길","서초"
"7942","서초대로4길","서초"
"7943","서초대로64길","서초"
"7944","서초대로8길","서초"
"7945","신반포로45길","신반"
"7946","언남길","언남"
"7947","주흥15길","주흥"
"7948","주흥길","주흥"
"7949","청두곶길","청두"
"7950","효령로23길","효령"
"7951","효령로31길","효령"
"7952","효령로34길","효령"
"7953","효령로72길","효령"
"7954","방배중앙로21길","방배"
"7955","서초중앙로8길","서초"
"7956","강남대로118길","강남"
"7957","강남대로136길","강남"
"7958","강남대로140길","강남"
"7959","개포로17길","개포"
"7960","개포로20길","개포"
"7961","개포로28길","개포"
"7962","개포로82길","개포"
"7963","남부순환로365길","남부"
"7964","논현로106길","논현"
"7965","논현로10길","논현"
"7966","논현로115길","논현"
"7967","논현로123길","논현"
"7968","논현로139길","논현"
"7969","논현로159길","논현"
"7970","논현로26길","논현"
"7971","논현로28길","논현"
"7972","논현로63길","논현"
"7973","논현로8길","논현"
"7974","도곡로37길","도곡"
"7975","도산대로15길","도산"
"7976","도산대로23길","도산"
"7977","도산대로30길","도산"
"7978","도산대로38길","도산"
"7979","도산대로50길","도산"
"7980","도산대로81길","도산"
"7981","도산대로89길","도산"
"7982","봉은사로109길","봉은"
"7983","봉은사로29길","봉은"
"7984","봉은사로43길","봉은"
"7985","봉은사로57길","봉은"
"7986","봉은사로68길","봉은"
"7987","삼성로115길","삼성"
"7988","삼성로147길","삼성"
"7989","삼성로57길","삼성"
"7990","삼성로63길","삼성"
"7991","삼성로64길","삼성"
"7992","삼성로69길","삼성"
"7993","삼성로75길","삼성"
"7994","선릉로121길","선릉"
"7995","선릉로132길","선릉"
"7996","선릉로133길","선릉"
"7997","선릉로146길","선릉"
"7998","선릉로18길","선릉"
"7999","압구정로2길","압구"
"8000","언주로81길","언주"
"8001","영동대로112길","영동"
"8002","영동대로65길","영동"
"8003","일원로3길","일원"
"8004","일원로9길","일원"
"8005","테헤란로81길","테헤"
"8006","학동로38길","학동"
"8007","학동로56길","학동"
"8008","학동로6길","학동"
"8009","학동로77길","학동"
"8010","거마로20길","거마"
"8011","동남로20길","동남"
"8012","마천로51길","마천"
"8013","백제고분로21길","백제"
"8014","백제고분로22길","백제"
"8015","백제고분로31길","백제"
"8016","백제고분로32길","백제"
"8017","백제고분로33길","백제"
"8018","백제고분로34길","백제"
"8019","백제고분로39길","백제"
"8020","백제고분로42길","백제"
"8021","백제고분로45길","백제"
"8022","백제고분로46길","백제"
"8023","백제고분로50길","백제"
"8024","삼전로13길","삼전"
"8025","송이로23길","송이"
"8026","송이로32길","송이"
"8027","송이로36길","송이"
"8028","송파대로30길","송파"
"8029","양재대로62길","양재"
"8030","양재대로64길","양재"
"8031","양재대로71길","양재"
"8032","양재대로72길","양재"
"8033","오금로11길","오금"
"8034","오금로36길","오금"
"8035","오금로46길","오금"
"8036","풍성로25길","풍성"
"8037","강동대로53길","강동"
"8038","고덕로10길","고덕"
"8039","고덕로25길","고덕"
"8040","고덕로61길","고덕"
"8041","구천면로36길","구천"
"8042","구천면로41길","구천"
"8043","구천면로42길","구천"
"8044","동남로65길","동남"
"8045","동남로82길","동남"
"8046","동남로85길","동남"
"8047","명일로13길","명일"
"8048","상암로14길","상암"
"8049","상암로4길","상암"
"8050","상암로51길","상암"
"8051","상암로5길","상암"
"8052","상일로5길","상일"
"8053","성내로5길","성내"
"8054","성안로3길","성안"
"8055","암사길","암사"
"8056","양재대로101길","양재"
"8057","양재대로116길","양재"
"8058","양재대로124길","양재"
"8059","양재대로133길","양재"
"8060","양재대로91길","양재"
"8061","양재대로95길","양재"
"8062","양재대로96길","양재"
"8063","올림픽로48길","올림"
"8064","올림픽로71길","올림"
"8065","올림픽로77길","올림"
"8066","올림픽로78길","올림"
"8067","올림픽로80길","올림"
"8068","올림픽로98길","올림"
"8069","진황도로27길","진황"
"8070","진황도로47길","진황"
"8071","천중로39길","천중"
"8072","천중로51길","천중"
"8073","천호대로162길","천호"
"8074","천호대로170길","천호"
"8075","천호대로187길","천호"
"8076","천호대로197길","천호"
"8077","천호대로219길","천호"
"8078","천호옛14길","천호"
"8079","천호옛길","천호"
"8080","풍성로37가길","풍성"
"8081","계동길","계동"
"8082","난계로27길","난계"
"8083","돈화문로11가길","돈화"
"8084","명륜길","명륜"
"8085","백석동길","백석"
"8086","북촌로11길","북촌"
"8087","북촌로5길","북촌"
"8088","북촌로5나길","북촌"
"8089","삼청로5길","삼청"
"8090","성균관로5길","성균"
"8091","숭인동길","숭인"
"8092","옥인길","옥인"
"8093","율곡로10길","율곡"
"8094","율곡로16길","율곡"
"8095","이화장길","이화"
"8096","자하문로7길","자하"
"8097","종로24길","종로"
"8098","종로58가길","종로"
"8099","종로65길","종로"
"8100","지봉로8길","지봉"
"8101","창경궁로35길","창경"
"8102","창신2길","창신"
"8103","창신5길","창신"
"8104","창신길","창신"
"8105","통일로12길","통일"
"8106","평창길","평창"
"8107","필운대로1길","필운"
"8108","난계로11길","난계"
"8109","난계로21길","난계"
"8110","다산로33길","다산"
"8111","다산로36길","다산"
"8112","다산로38길","다산"
"8113","다산로39길","다산"
"8114","동호로10길","동호"
"8115","동호로11길","동호"
"8116","동호로15길","동호"
"8117","동호로20길","동호"
"8118","동호로8길","동호"
"8119","명동길","명동"
"8120","삼일대로4길","삼일"
"8121","장충단로8길","장충"
"8122","청구로17길","청구"
"8123","청구로1길","청구"
"8124","퇴계로12길","퇴계"
"8125","퇴계로18길","퇴계"
"8126","퇴계로46길","퇴계"
"8127","퇴계로56길","퇴계"
"8128","퇴계로8길","퇴계"
"8129","퇴계로90길","퇴계"
"8130","녹사평대로11길","녹사"
"8131","녹사평대로26길","녹사"
"8132","녹사평대로32길","녹사"
"8133","녹사평대로40나길","녹사"
"8134","녹사평대로46길","녹사"
"8135","대사관로34길","대사"
"8136","두텁바위로1길","두텁"
"8137","백범로79길","백범"
"8138","백범로90길","백범"
"8139","서빙고로71길","서빙"
"8140","소월로20길","소월"
"8141","신흥로20길","신흥"
"8142","우사단로10길","우사"
"8143","우사단로14길","우사"
"8144","우사단로4길","우사"
"8145","원효로19길","원효"
"8146","원효로41길","원효"
"8147","원효로53길","원효"
"8148","원효로89길","원효"
"8149","이촌로22길","이촌"
"8150","이태원로27길","이태"
"8151","이태원로54길","이태"
"8152","장문로45길","장문"
"8153","청파로47길","청파"
"8154","청파로47나길","청파"
"8155","청파로71길","청파"
"8156","청파로73길","청파"
"8157","한강대로104길","한강"
"8158","한강대로15길","한강"
"8159","한강대로43길","한강"
"8160","한강대로52길","한강"
"8161","한강대로62길","한강"
"8162","한강대로7길","한강"
"8163","한강대로88길","한강"
"8164","한남대로20길","한남"
"8165","회나무로13길","회나"
"8166","효창원로39길","효창"
"8167","후암로28길","후암"
"8168","고산자로6길","고산"
"8169","금호산2길","금호"
"8170","금호산길","금호"
"8171","둘레9길","둘레"
"8172","뚝섬로5길","뚝섬"
"8173","마장로27길","마장"
"8174","마장로39길","마장"
"8175","마조로16길","마조"
"8176","마조로1길","마조"
"8177","매봉길","매봉"
"8178","무수막길","무수"
"8179","무학로6길","무학"
"8180","무학봉28길","무학"
"8181","무학봉길","무학"
"8182","사근동길","사근"
"8183","상원12길","상원"
"8184","상원길","상원"
"8185","서울숲2길","서울"
"8186","성덕정17길","성덕"
"8187","성덕정길","성덕"
"8188","성수이로18길","성수"
"8189","성수이로7길","성수"
"8190","성수일로6길","성수"
"8191","송정12라길","송정"
"8192","송정4가길","송정"
"8193","아차산로11길","아차"
"8194","아차산로15길","아차"
"8195","아차산로5길","아차"
"8196","왕십리로14길","왕십"
"8197","왕십리로21길","왕십"
"8198","왕십리로26길","왕십"
"8199","왕십리로31길","왕십"
"8200","왕십리로6길","왕십"
"8201","용답29길","용답"
"8202","용답중앙길","용답"
"8203","장터길","장터"
"8204","청계천로10나길","청계"
"8205","한림말3길","한림"
"8206","한림말길","한림"
"8207","광나루로12길","광나"
"8208","광나루로24길","광나"
"8209","광나루로36길","광나"
"8210","광나루로37길","광나"
"8211","광나루로40길","광나"
"8212","광나루로52길","광나"
"8213","긴고랑로20길","긴고"
"8214","긴고랑로7길","긴고"
"8215","긴고랑로8길","긴고"
"8216","긴고랑로9길","긴고"
"8217","능동로13길","능동"
"8218","능동로19길","능동"
"8219","능동로34길","능동"
"8220","능동로3길","능동"
"8221","능동로4길","능동"
"8222","동일로18길","동일"
"8223","동일로24길","동일"
"8224","뚝섬로23길","뚝섬"
"8225","뚝섬로24길","뚝섬"
"8226","뚝섬로48길","뚝섬"
"8227","뚝섬로54길","뚝섬"
"8228","뚝섬로58길","뚝섬"
"8229","뚝섬로64길","뚝섬"
"8230","면목로17길","면목"
"8231","아차산로40길","아차"
"8232","아차산로51길","아차"
"8233","아차산로55길","아차"
"8234","아차산로65길","아차"
"8235","아차산로78길","아차"
"8236","용마산로21길","용마"
"8237","용마산로3길","용마"
"8238","자양로11길","자양"
"8239","자양로15길","자양"
"8240","자양로26길","자양"
"8241","자양로45길","자양"
"8242","자양로50길","자양"
"8243","자양로53길","자양"
"8244","자양번영로3길","자양"
"8245","천호대로109길","천호"
"8246","천호대로123길","천호"
"8247","천호대로129길","천호"
"8248","경희대로3길","경희"
"8249","경희대로4길","경희"
"8250","난계로30길","난계"
"8251","답십리로23길","답십"
"8252","답십리로56길","답십"
"8253","답십리로60길","답십"
"8254","답십리로63길","답십"
"8255","답십리로64길","답십"
"8256","답십리로68길","답십"
"8257","답십리로69길","답십"
"8258","답십리로72길","답십"
"8259","망우로18가길","망우"
"8260","망우로18길","망우"
"8261","망우로21길","망우"
"8262","무학로16길","무학"
"8263","무학로45길","무학"
"8264","사가정로13길","사가"
"8265","사가정로23가길","사가"
"8266","사가정로2길","사가"
"8267","서울시립대로16길","서울"
"8268","서울시립대로29길","서울"
"8269","서울시립대로4길","서울"
"8270","약령시로17길","약령"
"8271","왕산로32길","왕산"
"8272","왕산로33길","왕산"
"8273","왕산로43길","왕산"
"8274","이문로42길","이문"
"8275","장한로14길","장한"
"8276","장한로25길","장한"
"8277","장한로26가길","장한"
"8278","장한로26길","장한"
"8279","장한로27가길","장한"
"8280","장한로27길","장한"
"8281","장한로5길","장한"
"8282","장한로8길","장한"
"8283","전농로29길","전농"
"8284","전농로3길","전농"
"8285","전농로4길","전농"
"8286","제기로21길","제기"
"8287","제기로5길","제기"
"8288","천장산로7길","천장"
"8289","천호대로12길","천호"
"8290","천호대로17길","천호"
"8291","천호대로45길","천호"
"8292","천호대로77길","천호"
"8293","천호대로97길","천호"
"8294","한천로14길","한천"
"8295","한천로33길","한천"
"8296","한천로40길","한천"
"8297","한천로46길","한천"
"8298","휘경로14길","휘경"
"8299","휘경로23길","휘경"
"8300","휘경로2길","휘경"
"8301","휘경로3길","휘경"
"8302","겸재로29길","겸재"
"8303","겸재로36길","겸재"
"8304","겸재로54길","겸재"
"8305","공릉로12가길","공릉"
"8306","공릉로2길","공릉"
"8307","답십리로75길","답십"
"8308","동일로100길","동일"
"8309","동일로101길","동일"
"8310","동일로112길","동일"
"8311","동일로123길","동일"
"8312","동일로130길","동일"
"8313","동일로139가길","동일"
"8314","동일로139길","동일"
"8315","동일로140길","동일"
"8316","동일로149길","동일"
"8317","동일로157길","동일"
"8318","동일로163길","동일"
"8319","망우로68길","망우"
"8320","망우로73길","망우"
"8321","면목로21길","면목"
"8322","면목로33길","면목"
"8323","면목로45길","면목"
"8324","면목로48길","면목"
"8325","면목로49길","면목"
"8326","면목로55길","면목"
"8327","면목로56길","면목"
"8328","면목로78길","면목"
"8329","봉우재로33길","봉우"
"8330","봉화산로30길","봉화"
"8331","봉화산로4길","봉화"
"8332","봉화산로56길","봉화"
"8333","사가정로42길","사가"
"8334","사가정로54길","사가"
"8335","신내로7가길","신내"
"8336","용마산로100길","용마"
"8337","용마산로112길","용마"
"8338","용마산로118길","용마"
"8339","용마산로94길","용마"
"8340","중랑천로10길","중랑"
"8341","길음로7길","길음"
"8342","돌곶이로14길","돌곶"
"8343","돌곶이로22길","돌곶"
"8344","돌곶이로27길","돌곶"
"8345","돌곶이로28길","돌곶"
"8346","돌곶이로41길","돌곶"
"8347","돌곶이로8길","돌곶"
"8348","동소문로13길","동소"
"8349","동소문로15길","동소"
"8350","동소문로26가길","동소"
"8351","동소문로2길","동소"
"8352","동소문로6길","동소"
"8353","보국문로16길","보국"
"8354","보문로13길","보문"
"8355","보문로26길","보문"
"8356","보문로31길","보문"
"8357","보문로32길","보문"
"8358","삼선교로10길","삼선"
"8359","삼선교로10다길","삼선"
"8360","삼선교로16가길","삼선"
"8361","삼양로8길","삼양"
"8362","성북로8길","성북"
"8363","솔샘로6길","솔샘"
"8364","아리랑로4길","아리"
"8365","안암로5길","안암"
"8366","오패산로19길","오패"
"8367","오패산로3길","오패"
"8368","오패산로4길","오패"
"8369","인촌로17가길","인촌"
"8370","인촌로1길","인촌"
"8371","개운사길","개운"
"8372","인촌로24길","인촌"
"8373","인촌로5길","인촌"
"8374","인촌로6길","인촌"
"8375","장월로1길","장월"
"8376","장위로50길","장위"
"8377","정릉로26길","정릉"
"8378","정릉로27길","정릉"
"8379","정릉로8길","정릉"
"8380","종암로16길","종암"
"8381","종암로19길","종암"
"8382","종암로21길","종암"
"8383","종암로24가길","종암"
"8384","종암로5길","종암"
"8385","지봉로20길","지봉"
"8386","창경궁로43길","창경"
"8387","한천로101가길","한천"
"8388","한천로76길","한천"
"8389","화랑로13길","화랑"
"8390","화랑로14길","화랑"
"8391","화랑로19길","화랑"
"8392","화랑로1길","화랑"
"8393","화랑로32길","화랑"
"8394","화랑로40길","화랑"
"8395","노해로17길","노해"
"8396","노해로23길","노해"
"8397","노해로33길","노해"
"8398","덕릉로40길","덕릉"
"8399","덕릉로41길","덕릉"
"8400","도봉로13길","도봉"
"8401","도봉로18길","도봉"
"8402","도봉로45길","도봉"
"8403","도봉로67길","도봉"
"8404","도봉로76길","도봉"
"8405","도봉로8길","도봉"
"8406","도봉로99길","도봉"
"8407","삼각산로28길","삼각"
"8408","삼양로20길","삼양"
"8409","삼양로24길","삼양"
"8410","삼양로27길","삼양"
"8411","삼양로41길","삼양"
"8412","삼양로54길","삼양"
"8413","삼양로77길","삼양"
"8414","삼양로93길","삼양"
"8415","솔매로41길","솔매"
"8416","솔매로45길","솔매"
"8417","솔매로50길","솔매"
"8418","솔샘로65길","솔샘"
"8419","수유로12길","수유"
"8420","오패산로30길","오패"
"8421","오패산로52길","오패"
"8422","오패산로67길","오패"
"8423","인수봉로56길","인수"
"8424","인수봉로72길","인수"
"8425","인수봉로79길","인수"
"8426","한천로109길","한천"
"8427","한천로124나길","한천"
"8428","한천로130길","한천"
"8429","한천로132길","한천"
"8430","한천로139가길","한천"
"8431","한천로140길","한천"
"8432","노해로60길","노해"
"8433","노해로63다길","노해"
"8434","덕릉로60길","덕릉"
"8435","도당로13가길","도당"
"8436","도당로13바길","도당"
"8437","도당로19길","도당"
"8438","도당로29길","도당"
"8439","도봉로109길","도봉"
"8440","도봉로114길","도봉"
"8441","도봉로143길","도봉"
"8442","도봉로147길","도봉"
"8443","도봉로152가길","도봉"
"8444","도봉로156길","도봉"
"8445","도봉로169나길","도봉"
"8446","도봉로181길","도봉"
"8447","도봉산4길","도봉"
"8448","도봉산길","도봉"
"8449","방학로10길","방학"
"8450","방학로15길","방학"
"8451","방학로5길","방학"
"8452","방학로6가길","방학"
"8453","삼양로144길","삼양"
"8454","시루봉로23길","시루"
"8455","우이천로32길","우이"
"8456","우이천로4다길","우이"
"8457","해등로16길","해등"
"8458","공릉로58길","공릉"
"8459","동일로173가길","동일"
"8460","동일로192길","동일"
"8461","동일로242길","동일"
"8462","상계로12길","상계"
"8463","상계로1길","상계"
"8464","상계로9가길","상계"
"8465","석계로1길","석계"
"8466","한글비석로22길","한글"
"8467","한글비석로24길","한글"
"8468","한글비석로44길","한글"
"8469","가좌로7길","가좌"
"8470","갈현로1길","갈현"
"8471","갈현로33길","갈현"
"8472","갈현로41길","갈현"
"8473","갈현로7길","갈현"
"8474","불광천길","불광"
"8475","서오릉로21길","서오"
"8476","서오릉로8길","서오"
"8477","수색로18길","수색"
"8478","역말로9길","역말"
"8479","연서로11길","연서"
"8480","연서로13길","연서"
"8481","연서로16길","연서"
"8482","연서로17길","연서"
"8483","연서로21길","연서"
"8484","연서로27길","연서"
"8485","연서로28길","연서"
"8486","연서로29길","연서"
"8487","연서로33길","연서"
"8488","연서로34길","연서"
"8489","연서로3길","연서"
"8490","연서로41길","연서"
"8491","연서로5길","연서"
"8492","은평로10길","은평"
"8493","은평로13길","은평"
"8494","은평로20길","은평"
"8495","은평로3길","은평"
"8496","은평로8길","은평"
"8497","응암로12길","응암"
"8498","응암로13길","응암"
"8499","응암로14길","응암"
"8500","응암로22길","응암"
"8501","응암로34길","응암"
"8502","증산로13길","증산"
"8503","증산로15길","증산"
"8504","증산로17길","증산"
"8505","증산로21길","증산"
"8506","증산로5길","증산"
"8507","증산로9길","증산"
"8508","증산서길","증산"
"8509","진흥로12길","진흥"
"8510","진흥로1길","진흥"
"8511","통일로69길","통일"
"8512","통일로78길","통일"
"8513","통일로87길","통일"
"8514","통일로92길","통일"
"8515","가재울로6길","가재"
"8516","독립문로8길","독립"
"8517","명지대길","명지"
"8518","모래내로15길","모래"
"8519","북아현로4길","북아"
"8520","세검정로1길","세검"
"8521","세무서2길","세무"
"8522","세무서길","세무"
"8523","수색로8길","수색"
"8524","신촌로37길","신촌"
"8525","연희로10길","연희"
"8526","응암로1길","응암"
"8527","증가로10길","증가"
"8528","증가로20가길","증가"
"8529","증가로23나길","증가"
"8530","증가로6길","증가"
"8531","충정로4길","충정"
"8532","충정로6길","충정"
"8533","통일로11길","통일"
"8534","통일로37길","통일"
"8535","통일로39길","통일"
"8536","홍연길","홍연"
"8537","홍제내길","홍제"
"8538","광성로6길","광성"
"8539","대흥로21길","대흥"
"8540","대흥로28길","대흥"
"8541","도화4길","도화"
"8542","도화길","도화"
"8543","독막로22길","독막"
"8544","독막로32길","독막"
"8545","독막로8길","독막"
"8546","동교로17길","동교"
"8547","동교로19길","동교"
"8548","동교로25길","동교"
"8549","동교로27길","동교"
"8550","동교로38길","동교"
"8551","마포대로12길","마포"
"8552","마포대로20길","마포"
"8553","마포대로4길","마포"
"8554","만리재옛길","만리"
"8555","망원로11길","망원"
"8556","망원로2길","망원"
"8557","매봉산로2길","매봉"
"8558","모래내로7길","모래"
"8559","방울내로9안길","방울"
"8560","백범로16길","백범"
"8561","성미산로11길","성미"
"8562","성미산로1길","성미"
"8563","성미산로32길","성미"
"8564","성산로4길","성산"
"8565","성지3길","성지"
"8566","숭문8길","숭문"
"8567","숭문길","숭문"
"8568","신촌로12길","신촌"
"8569","신촌로28가길","신촌"
"8570","신촌로30길","신촌"
"8571","양화로11길","양화"
"8572","양화로1길","양화"
"8573","양화진길","양화"
"8574","와우산로29가길","와우"
"8575","와우산로29길","와우"
"8576","와우산로3길","와우"
"8577","월드컵로10길","월드"
"8578","월드컵로11길","월드"
"8579","월드컵로16길","월드"
"8580","월드컵로19길","월드"
"8581","월드컵로25길","월드"
"8582","월드컵로36길","월드"
"8583","월드컵로7길","월드"
"8584","월드컵로8길","월드"
"8585","토정로37길","토정"
"8586","효창원로93길","효창"
"8587","가로공원로58길","가로"
"8588","곰달래로10길","곰달"
"8589","곰달래로2길","곰달"
"8590","곰달래로3길","곰달"
"8591","곰달래로5길","곰달"
"8592","남부순환로33길","남부"
"8593","남부순환로40길","남부"
"8594","남부순환로58길","남부"
"8595","남부순환로70길","남부"
"8596","남부순환로79길","남부"
"8597","남부순환로88길","남부"
"8598","목동남로4길","목동"
"8599","목동동로12길","목동"
"8600","목동동로8길","목동"
"8601","목동로19길","목동"
"8602","목동로9길","목동"
"8603","목동중앙남로3가길","목동"
"8604","목동중앙로13나길","목동"
"8605","목동중앙로3길","목동"
"8606","목동중앙본로7길","목동"
"8607","목동중앙북로16길","목동"
"8608","목동중앙북로8길","목동"
"8609","목동중앙서로7길","목동"
"8610","목동중앙서로8가길","목동"
"8611","신목로2길","신목"
"8612","신목로5길","신목"
"8613","신목로6길","신목"
"8614","신월로15길","신월"
"8615","신월로20길","신월"
"8616","오목로23길","오목"
"8617","오목로30길","오목"
"8618","오목로3길","오목"
"8619","오목로5길","오목"
"8620","은행정로5길","은행"
"8621","은행정로7길","은행"
"8622","중앙로25길","중앙"
"8623","중앙로32길","중앙"
"8624","중앙로36길","중앙"
"8625","중앙로45길","중앙"
"8626","중앙로47길","중앙"
"8627","중앙로51길","중앙"
"8628","중앙로55길","중앙"
"8629","지양로7길","지양"
"8630","화곡로3길","화곡"
"8631","화곡로4길","화곡"
"8632","가로공원로76가길","가로"
"8633","가로공원로80길","가로"
"8634","강서로15길","강서"
"8635","강서로17가길","강서"
"8636","강서로18길","강서"
"8637","강서로29길","강서"
"8638","강서로35길","강서"
"8639","강서로45길","강서"
"8640","강서로45다길","강서"
"8641","강서로47길","강서"
"8642","강서로47라길","강서"
"8643","강서로5가길","강서"
"8644","강서로5나길","강서"
"8645","강서로5라길","강서"
"8646","강서로8길","강서"
"8647","개화동로23길","개화"
"8648","개화동로25길","개화"
"8649","곰달래로25길","곰달"
"8650","곰달래로31길","곰달"
"8651","곰달래로47길","곰달"
"8652","곰달래로53길","곰달"
"8653","곰달래로60길","곰달"
"8654","공항대로38길","공항"
"8655","공항대로42길","공항"
"8656","공항대로55길","공항"
"8657","공항대로59길","공항"
"8658","공항대로59다길","공항"
"8659","공항대로61길","공항"
"8660","공항대로8길","공항"
"8661","국회대로7길","국회"
"8662","까치산로4길","까치"
"8663","남부순환로11길","남부"
"8664","등촌로13길","등촌"
"8665","등촌로39길","등촌"
"8666","등촌로51길","등촌"
"8667","등촌로55길","등촌"
"8668","등촌로5길","등촌"
"8669","방화대로21길","방화"
"8670","방화대로6라길","방화"
"8671","양천로14길","양천"
"8672","양천로24가길","양천"
"8673","양천로24길","양천"
"8674","양천로26길","양천"
"8675","양천로49길","양천"
"8676","양천로71길","양천"
"8677","양천로73가길","양천"
"8678","우장산로6길","우장"
"8679","월정로20길","월정"
"8680","초록마을로3길","초록"
"8681","초록마을로8길","초록"
"8682","초원로16길","초원"
"8683","화곡로13길","화곡"
"8684","화곡로20길","화곡"
"8685","화곡로31길","화곡"
"8686","화곡로44나길","화곡"
"8687","화곡로59길","화곡"
"8688","화곡로64길","화곡"
"8689","개봉로11길","개봉"
"8690","개봉로17길","개봉"
"8691","개봉로17다길","개봉"
"8692","개봉로1길","개봉"
"8693","개봉로20길","개봉"
"8694","개봉로23가길","개봉"
"8695","개봉로2길","개봉"
"8696","개봉로3길","개봉"
"8697","경인로15길","경인"
"8698","경인로31길","경인"
"8699","경인로35길","경인"
"8700","경인로47길","경인"
"8701","고척로21나길","고척"
"8702","고척로27길","고척"
"8703","고척로27다길","고척"
"8704","고척로52길","고척"
"8705","공원로6가길","공원"
"8706","구로동로15길","구로"
"8707","구로동로28길","구로"
"8708","구로동로38길","구로"
"8709","구로동로41길","구로"
"8710","구로동로42길","구로"
